SUBSTANCIA;CNPJ;LABORATORIO;APRESENTACAO;REGIME_DE_PRECO;PRECO_SEM_IMPOSTOS;TARJA
METRONIDAZOL;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;250 MG COM REV CT BL AL PLAS OPC X 20;Regulado;7.33;Tarja Vermelha
METRONIDAZOL;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;250 MG COM REV CT BL AL PLAS OPC X 600;Regulado;82.43;Tarja Vermelha (*)
METRONIDAZOL;03.485.572/0001-04;GEOLAB IND_STRIA FARMAC_UTICA S/A;100 MG/G GELEIA CT BG AL X 50 G_;Regulado;16.99;Tarja Vermelha
METRONIDAZOL;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;250 MG COM REV CT BL AL PLAS TRANS X 20;Regulado;11.02;Tarja Vermelha (*)
METRONIDAZOL;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;400 MG COM REV CT BL AL PLAS TRANS X 20;Regulado;15.23;Tarja Vermelha (*)
METRONIDAZOL;02.281.006/0001-00;ISOFARMA INDUSTRIAL FARMAC_UTICA LTDA;5 MG/ML SOL INJ IV ENV AL BOLS PLAS PE TRANS SIST FECH X 100 ML;Regulado;10.69;Tarja Vermelha
METRONIDAZOL;31.673.254/0001-02;LABORAT_RIOS B. BRAUN S/A;5 MG/ML SOL INJ IV CX 50 FA PLAS TRANS SIST FECH X 100 ML;Regulado;457.69;Tarja Vermelha (*)
METRONIDAZOL;31.673.254/0001-02;LABORAT_RIOS B. BRAUN S/A;5 MG/ML SOL INJ IV CX 30 FA PLAS TRANS SIST FECH X 300 ML_;Regulado;401.83;Tarja Vermelha
METRONIDAZOL;18.324.343/0001-77;BELFAR LTDA;100 MG/G GEL CT BG AL X 50 G + 10 APLIC;Regulado;16.5;Tarja Vermelha (*)
METRONIDAZOL;02.814.497/0001-07;CIMED IND_STRIA DE MEDICAMENTOS LTDA;100 MG/G GEL VAG CT BG AL X 50 G + 10 APLIC_;Regulado;17.95;Tarja Vermelha (*)
METRONIDAZOL;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;250 MG COM CT BL AL PLAS TRANS X 20_;Regulado;10.24;Tarja Vermelha
METRONIDAZOL;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;40 MG/ML SUS OR CT FR VD AMB X 80 ML_+ CP MED;Regulado;11.37;Tarja Vermelha (*)
METRONIDAZOL;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;500MG/5G GEL VAG CT BG AL X 50 G + 10 APLIC;Regulado;17.11;Tarja Vermelha
METRONIDAZOL;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;400 MG COM CT BL AL PLAS TRANS X 24;Regulado;16.61;Tarja Vermelha (*)
METRONIDAZOL;03.485.572/0001-04;GEOLAB IND_STRIA FARMAC_UTICA S/A;100 MG/ G GEL VAG CT BG AL X 50 G + 10 APLIC_;Regulado;17.07;Tarja Vermelha
METRONIDAZOL;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;250 MG COM REV CT BL AL PLAS TRANS X 20;Regulado;12.11;Tarja Vermelha (*)
METRONIDAZOL;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;400 MG COM REV CT BL AL PLAS TRANS X 24;Regulado;16.61;Tarja Vermelha (*)
METRONIDAZOL;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;5 MG/ML SOL INJ CT BOLS PLAS X 100 ML;Regulado;16.51;Tarja Vermelha (*)
METRONIDAZOL;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;100 MG/G GEL VAG CT BG AL X 50 G + 10 APLIC DESCART_;Regulado;29.31;Tarja Vermelha (*)
"METRONIDAZOL BENZOIL;NISTATINA";17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;100 MG/G + 20.000 UI/G CREM VAG CT BG AL X 50 G + 10 APLIC;Regulado;23.25;Tarja Vermelha (*)
MICAFUNGINA;07.768.134/0001-04;ASTELLAS FARMA BRASIL IMPORTA__O E DISTRIBUI__O DE MEDICAMENTOS LTDA.;50 MG PO LIOF SOL INJ CT FA VD INC X 1;Regulado;113.03;Tarja Vermelha (*)
MICAFUNGINA;07.768.134/0001-04;ASTELLAS FARMA BRASIL IMPORTA__O E DISTRIBUI__O DE MEDICAMENTOS LTDA.;100 MG PO LIOF SOL INJ CT FA VD INC X 1;Regulado;227.03;Tarja Vermelha
MICOFENOLATO DE MOFETILA;33.258.401/0001-03;INSTITUTO BIOCHIMICO IND_STRIA FARMAC_UTICA LTDA;500 MG COM REV CT BL AL/AL X 50;Regulado;486.2;Tarja Vermelha (*)
MICOFENOLATO DE MOFETILA;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;500 MG COM REV CT BL AL PLAS LEIT X 10;Regulado;93.53;Tarja Vermelha
MICOFENOLATO DE MOFETILA;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;500 MG COM REV CT BL AL PLAS LEIT X 50 (EMB HOSP);Regulado;467.86;Tarja Vermelha
MICOFENOLATO DE MOFETILA;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;500 MG COM REV CT BL AL PLAS LEIT X 20;Regulado;187.12;Tarja Vermelha
MICOFENOLATO DE MOFETILA;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;500 MG COM REV CT BL AL PLAS LEIT X 30;Regulado;280.71;Tarja Vermelha (*)
MICOFENOLATO DE MOFETILA;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;500 MG COM REV CT BL AL PLAS LEIT X 40;Regulado;374.3;Tarja Vermelha
MICOFENOLATO DE MOFETILA;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;500 MG COM REV CT BL AL PLAS LEIT X 60 (EMB FRAC);Regulado;7.68;Tarja Vermelha
MICOFENOLATO DE MOFETILA;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;500 MG COM REV CT BL AL PLAS LEIT X 90 (EMB FRAC);Regulado;7.68;Tarja Vermelha (*)
MICOFENOLATO DE MOFETILA;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;500 MG COM REV CT BL AL PLAS LEIT X 500 (EMB HOSP);Regulado;4679.21;Tarja Vermelha (*)
MICOFENOLATO DE MOFETILA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 20;Regulado;187.17;Tarja Vermelha
MICOFENOLATO DE MOFETILA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 30;Regulado;280.73;Tarja Vermelha
MICOFENOLATO DE MOFETILA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 40;Regulado;374.33;Tarja Vermelha
MICOFENOLATO DE MOFETILA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 50;Regulado;467.91;Tarja Vermelha
MICOFENOLATO DE MOFETILA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 500;Regulado;4679.21;Tarja Vermelha (*)
MICOFENOLATO DE MOFETILA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 10;Regulado;93.58;Tarja Vermelha (*)
MICOFENOLATO DE MOFETILA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 10;Regulado;122.44;Tarja Vermelha
MICOFENOLATO DE MOFETILA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 20;Regulado;244.89;Tarja Vermelha
MICOFENOLATO DE MOFETILA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 30;Regulado;367.33;Tarja Vermelha
MICOFENOLATO DE MOFETILA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 40;Regulado;489.77;Tarja Vermelha
MICOFENOLATO DE MOFETILA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 50;Regulado;612.23;Tarja Vermelha
MICOFENOLATO DE MOFETILA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 500;Regulado;6122.24;Tarja Vermelha (*)
MICOFENOLATO DE MOFETILA;33.009.945/0001-23;PRODUTOS ROCHE QU_MICOS E FARMAC_UTICOS S.A.;500 MG COM REV CT  BL AL PLAS OPC X 50;Regulado;719.84;Tarja Vermelha
MICOFENOLATO DE MOFETILA;57.507.378/0003-65;EMS S/A;500 MG COM REV CT BL AL PLAS PVDC OPC X 50;Regulado;457.13;Tarja Vermelha
MICOFENOLATO DE MOFETILA;64.171.697/0001-46;ACCORD FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 50;Regulado;467.9;Tarja Vermelha (*)
MICOFENOLATO DE MOFETILA;64.171.697/0001-46;ACCORD FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS OPC  PVC/PVDC X 500;Regulado;4585.6;Tarja Vermelha (*)
MICOFENOLATO DE S_DIO;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;180 MG COM REV CT BL AL/AL X 120;Regulado;842.14;Tarja Vermelha (*)
MICOFENOLATO DE S_DIO;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;180 MG COM REV CT BL AL/AL X 120 (EMB HOSP);Regulado;541.82;Tarja Vermelha
MICOFENOLATO DE S_DIO;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;360 MG COM REV CT BL AL/AL X 120 (EMB HOSP)_02;Regulado;1083.71;Tarja Vermelha (*)
MICOFENOLATO DE S_DIO;00.394.452/0001-03;COMANDO DO EX_RCITO;180 MG COM REV LIB RETARD CT BL AL AL X 120 (EMB HOSP);Regulado;388.63;Tarja Vermelha
MICOFENOLATO DE S_DIO;00.394.452/0001-03;COMANDO DO EX_RCITO;360 MG COM REV LIB RETARD CT BL AL AL X 120 (EMB HOSP);Regulado;777.22;Tarja Vermelha
MICOFENOLATO DE S_DIO;64.171.697/0001-46;ACCORD FARMAC_UTICA LTDA;360 MG COM REV LIB RETARD CT BL AL AL X 20;Regulado;179.47;Tarja Vermelha
MICOFENOLATO DE S_DIO;64.171.697/0001-46;ACCORD FARMAC_UTICA LTDA;360 MG COM REV LIB RETARD CT BL AL AL X 50;Regulado;448.66;Tarja Vermelha (*)
MICOFENOLATO DE S_DIO;64.171.697/0001-46;ACCORD FARMAC_UTICA LTDA;360 MG COM REV LIB RETARD CT BL AL AL X 100;Regulado;897.3;Tarja Vermelha (*)
MICOFENOLATO DE S_DIO;64.171.697/0001-46;ACCORD FARMAC_UTICA LTDA;360 MG COM REV LIB RETARD CT BL AL AL X 500;Regulado;4486.5;Tarja Vermelha (*)
MICOFENOLATO DE S_DIO;57.507.378/0003-65;EMS S/A;180 MG COM REV LIB RETARD CT BL AL AL X 120;Regulado;547.33;Tarja Vermelha (*)
MICOFENOLATO DE S_DIO;57.507.378/0003-65;EMS S/A;360 MG COM REV LIB RETARD CT BL AL AL X 120;Regulado;1094.63;Tarja Vermelha
MICOFENOLATO DE S_DIO;64.171.697/0001-46;ACCORD FARMAC_UTICA LTDA;360 MG COM REV LIB RETARD CT BL AL AL X 120;Regulado;1076.75;Tarja Vermelha (*)
MICOFENOLATO DE S_DIO;64.171.697/0001-46;ACCORD FARMAC_UTICA LTDA;360 MG COM REV LIB RETARD CT BL AL AL X 250;Regulado;2243.26;Tarja Vermelha (*)
MICOFENOLATO DE S_DIO;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;360 MG COM REV CT BL AL/AL X 120;Regulado;1684.33;Tarja Vermelha
MICONAZOL;51.780.468/0001-87;JANSSEN-CILAG FARMAC_UTICA LTDA;20 MG/G GEL ORAL CT BG AL X 40 G;Regulado;22.2;Tarja Vermelha
MIDAZOLAM;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;5 MG/ML SOL INJ CT 5 AMP VD AMB X 3 ML;Regulado;36.11;Tarja Preta
MIDAZOLAM;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;5 MG/ML SOL INJ CT 5 AMP VD AMB X 10 ML;Regulado;99.66;Tarja Preta (*)
MIDAZOLAM;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;1 MG/ML SOL INJ CT 5 AMP VD AMB X 5 ML;Regulado;19.72;Tarja Preta
MIDAZOLAM;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;1 MG/ML SOL INJ CT 50 AMP VD TRANS X 5 ML;Regulado;286.9;Tarja Preta (*)
MIDAZOLAM;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;5 MG/ML SOL INJ CT 50 AMP VD TRANS X 3 ML;Regulado;499.79;Tarja Preta (*)
MIDAZOLAM;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;5 MG/ML SOL INJ CT 50 AMP VD TRANS X 10 ML;Regulado;1358.24;Tarja Vermelha (*)
MIDAZOLAM;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;5 MG/ML SOL INJ CX 5 AMP VD TRANS X 3 ML;Regulado;40.05;Tarja Preta
MIDAZOLAM;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;1 MG/ML SOL INJ CT 5 AMP VD TRANS X 5 ML;Regulado;28.69;Tarja Preta (*)
MIDAZOLAM;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;5 MG/ML SOL INJ CT 5 AMP VD TRANS X 3 ML;Regulado;59.91;Tarja Vermelha (*)
MIDAZOLAM;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;5 MG/ML SOL INJ CT 5 AMP VD TRANS X 10 ML;Regulado;135.82;Tarja Preta (*)
MIDAZOLAM;19.570.720/0001-10;HIPOLABOR FARMACEUTICA LTDA;1 MG/ML SOL INJ CX 100 AMP VD TRANS X 5 ML;Regulado;394.06;Tarja Vermelha (*)
MIDAZOLAM;19.570.720/0001-10;HIPOLABOR FARMACEUTICA LTDA;5 MG/ML SOL INJ CX 100 AMP VD TRANS X 3 ML;Regulado;845.65;Tarja Vermelha (*)
MIDAZOLAM;19.570.720/0001-10;HIPOLABOR FARMACEUTICA LTDA;5 MG/ML SOL INJ CX 100 AMP VD TRANS X 10 ML;Regulado;1991.38;Tarja Preta
MIDAZOLAM;33.349.473/0001-58;FARMOQU_MICA S/A;1 MG/ML SOL INJ IV IM RET CX 5 AMP VD TRANS X 5 ML;Regulado;30.33;Sem Informa__es de tarja (*)
MIDAZOLAM;33.349.473/0001-58;FARMOQU_MICA S/A;5 MG/ML SOL INJ IV IM RET CX 5 AMP VD TRANS X 10 ML_;Regulado;153.31;Sem Informa__es de tarja (*)
MIDAZOLAM;33.349.473/0001-58;FARMOQU_MICA S/A;5 MG/ML SOL INJ IV IM RET CX 5 AMP VD TRANS X 3 ML;Regulado;65.11;Tarja Vermelha (*)
MIDOSTAURINA;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;25 MG CAP MOLE CT BL AL AL X 112;Regulado;52921.11;Tarja Vermelha (*)
MIFAMURTIDA;60.397.775/0001-74;TAKEDA PHARMA LTDA.;4 MG PO LIOF SUS INJ CX FA VD TRANS X 50 ML + 1 FILTRO ESTERIL;Regulado;11419.18;Tarja Vermelha
MIGLUSTATE;51.780.468/0001-87;JANSSEN-CILAG FARMAC_UTICA LTDA;100 MG CAP GEL DURA CT  BL AL PVC X 90;Regulado;19601.32;Sem Informa__es de tarja (*)
MIGLUSTATE;05.240.939/0001-47;ACTELION PHARMACEUTICALS DO BRASIL LTDA;100 MG CAP GEL DURA CT  BL AL PVC X 90;Regulado;18988.01;Tarja Vermelha (*)
MIKANIA GLOMERATA SPRENG.;78.950.011/0001-20;HERBARIUM LABORATORIO BOTANICO LTDA;81,50 MG/ML SOL OR CT FR PET AMB X 120 ML;Liberado;20.51;Sem Informa__es de tarja (*)
MIKANIA GLOMERATA SPRENG.;78.950.011/0001-20;HERBARIUM LABORATORIO BOTANICO LTDA;0,09 G/ML XPE CT FR PLAS AMB X 120 ML_;Liberado;19.37;Tarja Vermelha (*)
MIKANIA GLOMERATA SPRENG.;49.345.358/0001-45;APIS FLORA INDUSTRIAL  E COMERCIAL LTDA;100MG/ML XPE CT FR PLAS AMB 150ML + COP 10ML;Liberado;23.04;Sem Informa__es de tarja (*)
MIKANIA GLOMERATA SPRENG.;49.345.358/0001-45;APIS FLORA INDUSTRIAL  E COMERCIAL LTDA;100MG/ML SOL OR CT FR PLAS AMB 150ML + COP 10ML_;Liberado;24.11;Sem Informa__es de tarja (*)
MIKANIA GLOMERATA SPRENG.;92.762.277/0001-70;VIDORA FARMAC_UTICA LTDA;0,08ML/ML XPE CT FR PLAS AMB X 100ML + COP;Liberado;3.93;Venda Livre/Sem Tarja (*)
MINOXIDIL;61.517.397/0001-88;THERASKIN FARMACEUTICA LTDA.;50 MG/ML SOL CAPI CT FR SPR PLAS OPC X 50 ML;Regulado;101.46;Tarja Vermelha
MINOXIDIL;60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;50 MG/ML SOL CAPI CT FR PLAS OPC X 25 ML + VALV SPR;Regulado;50.74;Tarja Vermelha
MINOXIDIL;60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;50 MG/ML SOL CAPI CT FR PLAS OPC X 50 ML + VALV SPR;Regulado;101.47;Tarja Vermelha (*)
MINOXIDIL;61.072.393/0001-33;WYETH IND_STRIA FARMAC_UTICA LTDA;10 MG COM CT BL AL PLAS TRANS X 30;Regulado;34.94;Tarja Vermelha (*)
MINOXIDIL;60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;50 MG/ML SOL CAPI CT FR PLAS OPC X 50 ML + VALV SPR;Regulado;58.62;Tarja Vermelha (*)
MINOXIDIL;60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;50 MG/ML SOL CAPI CT FR PLAS OPC X 50 ML;Regulado;87.19;Sem Informa__es de tarja (*)
MINOXIDIL;60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;50 MG/ML SOL CAPI CT 2 FR PLAS OPC X 50 ML + VALV SPR;Regulado;174.39;Sem Informa__es de tarja (*)
MINOXIDIL;60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;50 MG/ML SOL CAPI CT 3 FR PLAS OPC X 50 ML + VALV SPR;Regulado;261.58;Tarja Vermelha (*)
MINOXIDIL;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;50 MG/ML SOL CAPI CT FR SPR PLAS PEAD OPC X 25 ML + EXTENSOR;Regulado;49.96;Tarja Vermelha (*)
MINOXIDIL;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;50 MG/ML SOL CAPI CT FR SPR PLAS PEAD OPC X 50 ML + EXTENSOR;Regulado;99.91;Tarja Vermelha (*)
MINOXIDIL;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;50 MG/ML SOL CAPI CT FR SPR PLAS PEAD OPC X 25 ML + EXTENSOR;Regulado;49.96;Tarja Vermelha (*)
MINOXIDIL;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;50 MG/ML SOL CAPI CT FR SPR PLAS PEAD OPC X 50 ML + EXTENSOR;Regulado;99.91;Tarja Vermelha (*)
MINOXIDIL;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;50 MG/ML SOL CAPI CT FR SPR PLAS PEAD OPC X 25 ML + EXTENSOR;Regulado;31.63;Tarja Vermelha (*)
MINOXIDIL;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;50 MG/ML SOL CAPI CT FR SPR PLAS PEAD OPC X 50 ML + EXTENSOR;Regulado;63.28;Tarja Vermelha (*)
MINOXIDIL;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;50 MG/ML SOL CAPI CT FR SPR PLAS PEAD OPC X 25 ML + EXTENSOR;Regulado;31.63;Tarja Vermelha (*)
MINOXIDIL;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;50 MG/ML SOL CAPI CT FR SPR PLAS PEAD OPC X 50 ML + EXTENSOR;Regulado;63.28;Tarja Vermelha (*)
MINOXIDIL;05.035.244/0001-23;SUN FARMAC_UTICA DO BRASIL LTDA;50 MG/ML SOL CAPI CT FR PLAS OPC X 50 ML + VALV SPR;Regulado;100.26;Tarja Vermelha (*)
MIRABEGRONA;07.768.134/0001-04;ASTELLAS FARMA BRASIL IMPORTA__O E DISTRIBUI__O DE MEDICAMENTOS LTDA.;25 MG COM REV LIB PROL CT BL AL/AL X 30;Regulado;78.71;Tarja Vermelha (*)
MIRABEGRONA;07.768.134/0001-04;ASTELLAS FARMA BRASIL IMPORTA__O E DISTRIBUI__O DE MEDICAMENTOS LTDA.;50 MG COM REV LIB PROL CT BL AL/AL X 10;Regulado;44.66;Tarja Vermelha
MIRABEGRONA;07.768.134/0001-04;ASTELLAS FARMA BRASIL IMPORTA__O E DISTRIBUI__O DE MEDICAMENTOS LTDA.;50 MG COM REV LIB PROL CT BL AL/AL X 30;Regulado;134.02;Tarja Vermelha
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;30 MG COM REV CT BL AL PLAS TRANS X 28;Regulado;73.94;Tarja Vermelha
MIRTAZAPINA;02.501.297/0001-02;PHARLAB IND_STRIA FARMAC_UTICA S.A.;15 MG COM ORODISP CT BL AL/AL X 30;Regulado;52.94;Tarja Vermelha (*)
MIRTAZAPINA;02.501.297/0001-02;PHARLAB IND_STRIA FARMAC_UTICA S.A.;30 MG COM ORODISP CT BL AL/AL X 30;Regulado;105.94;Tarja Vermelha (*)
MIRTAZAPINA;02.501.297/0001-02;PHARLAB IND_STRIA FARMAC_UTICA S.A.;45 MG COM ORODISP CT BL AL/AL X 30;Regulado;150.61;Tarja Vermelha
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;15 MG COM ORODISP CT BL AL AL X 28;Regulado;36.96;Tarja Vermelha (*)
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;15 MG COM ORODISP CT BL AL AL X 7;Regulado;16.83;Tarja Vermelha (*)
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;30 MG COM ORODISP CT BL AL AL X 14;Regulado;33.68;Tarja Vermelha (*)
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;30 MG COM ORODISP CT BL AL AL X 28;Regulado;73.94;Tarja Vermelha (*)
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;45 MG COM ORODISP CT BL AL AL X 28;Regulado;103.9;Tarja Vermelha
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;30 MG COM ORODISP CT BL AL/AL X 14;Regulado;65.33;Tarja Vermelha
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;30 MG COM ORODISP CT BL AL/AL X 28;Regulado;137.51;Tarja Vermelha
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;45 MG COM ORODISP CT BL AL/AL X 28;Regulado;195.49;Tarja Vermelha
MIRTAZAPINA;03.560.974/0001-18;SCHERING-PLOUGH IND_STRIA FARMAC_UTICA LTDA;15 MG COM ORODISPERS_VEIS CT BL AL X 6;Regulado;16.99;Tarja Vermelha
MIRTAZAPINA;03.560.974/0001-18;SCHERING-PLOUGH IND_STRIA FARMAC_UTICA LTDA;30 MG COM ORODISPERSIVEIS CT BL AL X 6;Regulado;34;Tarja Vermelha
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;30 MG COM ORODISP CT BL AL/AL X 30;Regulado;110.5;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;45 MG COM ORODISP CT BL AL/AL X 30;Regulado;157.09;Tarja Vermelha
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;15 MG COM ORODISP CT BL AL/AL X 28;Regulado;68.71;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;15 MG COM ORODISP CT BL AL/AL X 30;Regulado;55.22;Venda Livre/Sem Tarja (*)
MIRTAZAPINA;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;15 MG COM ORODISP CT BL AL/AL X 30;Regulado;55.25;Tarja Vermelha
MIRTAZAPINA;73.663.650/0001-90;RANBAXY FARMAC_UTICA LTDA;30 MG COM REV CT BL AL/AL X 30;Regulado;147.34;Tarja Vermelha (*)
MIRTAZAPINA;73.663.650/0001-90;RANBAXY FARMAC_UTICA LTDA;45 MG COM REV CT BL AL/AL X 30;Regulado;209.45;Tarja Vermelha (*)
MIRTAZAPINA;73.663.650/0001-90;RANBAXY FARMAC_UTICA LTDA;30 MG COM REV CT BL AL/AL X 10;Regulado;50.79;Tarja Vermelha (*)
MIRTAZAPINA;73.663.650/0001-90;RANBAXY FARMAC_UTICA LTDA;45 MG COM REV CT BL AL/AL X 10;Regulado;69.79;Tarja Vermelha (*)
MIRTAZAPINA;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;30 MG COM ORODISP CT BL AL/AL X 30;Regulado;110.52;Tarja Vermelha (*)
MIRTAZAPINA;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;45 MG COM ORODISP CT BL AL/AL X 30;Regulado;157.13;Tarja Vermelha
MIRTAZAPINA;72.593.791/0001-11;NOVA QUIMICA FARMAC_UTICA S/A;15 MG COM ORODISP CT BL AL AL X 30;Regulado;55.24;Tarja Vermelha (*)
MIRTAZAPINA;72.593.791/0001-11;NOVA QUIMICA FARMAC_UTICA S/A;30 MG COM ORODISP CT BL AL  AL X 30;Regulado;110.52;Tarja Vermelha (*)
